artist_id	artist_name	genres
2613	Skid Row	Psychedelic rock|Acid rock
2614	Racoon	G-funk|Music of Montenegro|Sacred|Neo-classical metal|Metallic Doom Rock|Clownstep|Punjabi Dances
2615	The Boxer Rebellion	Post-punk|Metallic Doom Rock|Pop|Modal jazz|Glam metal|Gospel|Clownstep|Virtual band|Avant-garde jazz|Doo-wop|Educational|Mozarabic chant|Synthpop|Salsa|Grunge|Psychedelic rock|Adult album alternative|Guaguancó|Maroon|Speed metal|Freak folk|Punk blues|Modal jazz|Acid techno
2616	Paul Simon	Japanese Pop|Nu metal|Seven-string guitar|Gospel|Pop|Cuban Hip Hop Latin Electronic|Breakbeat
2617	Joan Osborne	Doo-wop|Grunge|Trip hop|Salsa|Virtual band|Brum Beat|Opera|Visual Kei|Melodic hardcore|Electronic opera|Punk blues|Alternative dance|Metallic Doom Rock
2618	4 Non Blondes	Virtual band|Alternative dance|Grunge|Modal jazz|Sacred|Freak folk|Pop|Educational|Metallic Doom Rock|Music of Rostov|Post-punk|Breakbeat hardcore|Mozarabic chant|Modal jazz|Agung|G-funk
2619	Soul Asylum	Gothic metal|Sacred|Calypso|Gospel|G-funk|Bozlak|Post-punk|Modal jazz|Electronica|Pop|Metallic Doom Rock|Grunge|Virtual band|Clownstep|Computer Rock|String band|Punjabi Dances|Power noise|Alternative rock|Music of Montenegro|Bluebeat|Gothic metal
2620	Spin Doctors	Calypso|Gothic metal|Psychedelic rock|Electronic body|Bluegrass|Music of Montenegro|Electronica|Grunk|Black metal|Downbeat|Grime
2621	Tom Petty	UK hardcore|Soul, Pop, RnB, Gospel, Hip Hop|Music of Montenegro|Neo-classical metal|UK hardcore|Bozlak|Punk blues|Reggae|Psychedelic rock|Electroacoustics|Classic rock|Sacred|UK hardcore|G-funk
2622	Daryl Hall	Psychedelic rock|Electronic opera|Glam rock|Harsh noise|Power metal|Doo-wop|Sacred|Clownstep|Mozarabic chant|Brake house|G-funk|Chicken scratch|Trance|Neo-classical metal|Bluegrass|Seven-string guitar|Virtual band|Folk rock|Music of Montenegro|Breakbeat hardcore|Computer Rock|Melodic death metal|Ska jazz|Kayokyoku
2623	Survivor	Post-punk|Sacred|Metallic Doom Rock|Pop|Música Popular Brasileira|Gospel|Clownstep|Música Popular Brasileira|Music of Montenegro|Psychedelic rock|Virtual band|Synthpop|Industrial
2624	Kenny Loggins	Sacred|Industrial|Rare groove|Jam rock|Progressive rock|Metallic Doom Rock|Doo-wop|Oriental metal
2625	The Buggles	Calypso|Electronica|Gothic metal|Pop|Metallic Doom Rock|Electronic body|Psychedelic rock|Gospel
2626	Niels Geusebroek	Electronica|Metallic Doom Rock|Pop|Calypso|Gothic metal|Gospel|Acid rock|Electronic body|Trallalero|Power noise
2627	Acda en de Munnik	Deathrock|Doo-wop|Sacred|Deathrock|Danzón|Psychedelic rock|Salsa|Grunk|Visual Kei|Mambo|Kusemai|Glam metal
2628	Ed Struijlaart	Rare groove
2629	Bertolf	Sonata form|African Rap|Avant-garde
2630	Kane	Music of Montenegro|Sacred|Computer Rock|Psychedelic rock|Metallic Doom Rock|Clownstep|Bozlak|G-funk|Punk blues|Neo-classical metal|Pop|Old school hip hop|Turkish pop
2631	Abel	Calypso|Music of Montenegro|Psychedelic rock|Electronic body|Gothic metal|Electronica|Alternative dance|Computer Rock|Kadans|Gospel|Old school hip hop|Music of Montenegro|Music of Montenegro|Salsa Cubana
2632	Trijntje Oosterhuis	Music of Montenegro|Sacred|Bozlak|Punjabi Dances|Metallic Doom Rock|Melodic hardcore|Psychedelic rock|Alternative rock|Punk blues|Clownstep|Speedcore|Bluebeat|Post-punk|Trad
2633	Novastar	Sacred|Música Popular Brasileira|Freak folk|Murder|Virtual band|Deathrock|Glam metal|Skate rock|Christian alternative rock|Salsa|Punk blues|Psychedelic rock|Grunge|Mambo|Deathrock|Clownstep|Acid techno|Visual Kei|Metallic Doom Rock|Kusemai|Tropotianka|Glam metal|Deathrock|Speed metal|Danzón|G-funk|Music of Montenegro|Electronic opera|String|Adult album alternative|Freak folk|Free improvisation|Sam|Soul, Pop, RnB, Gospel, Hip Hop|Pung cholom|Barbershop|Art rock|Skate rock
2634	Kensington	Trip hop|Grunge|Salsa|Salegy|Punk blues|Electronic opera|Techno|Visual Kei|Virtual band|Melodic hardcore|Progressive metal|Metallic Doom Rock|Heavy metal|Speed metal|Sacred|Acid techno|Music of the Cayman Islands|Dubstep|Neoclassicism|Pop|Filmi
2635	Starship	Moshcore|Sludge metal|Jam rock|Oriental metal|Japanese Pop|Breakbeat|Melodic death metal|Virtual band|Flamenco|Guaguancó|Pop|Post-rock|Metallic Doom Rock|Industrial
2636	Huey Lewis & The News	Sacred|Mambo|Pop-rap|Visual Kei|Deathrock|Danzón|Metallic Doom Rock|Clownstep|Kusemai|Adult album alternative|Post-punk|Salsa|Electronic opera|Psychedelic rock|Christian alternative rock|Danzón
2637	The Temptations	Gabber|Seven-string guitar|Ecossaise|Oriental metal|Doo-wop|Salsa|Virtual band|Industrial|Sludge metal|Pop|Metallic Doom Rock|Melodic death metal|Techno|Jam rock|Viking metal|Gospel|Melodic hardcore|Sacred
2638	Yo La Tengo	Acoustic guitar|Madrigal|Madrigal|Pub rock|Pub rock|Background|Seven-string guitar|Chiptune|Background|Metallic Doom Rock|Raï|Raï|Sacred|Jesus|Pop|Rock and Roll|Japanese Pop|Guajira|Doo-wop
2639	Nick Cave and the Bad Seeds	Virtual band|Grunge|Salsa|Salegy|Renaissance|Skate punk|Visual Kei|Agung|Punk blues|Speed metal|Sacred|Belgian hip hop|Alternative dance|Metallic Doom Rock|Acid techno|Computer Rock|Sam|Charity record
2640	Paul de Leeuw	Bluegrass|Pop|Oi!|Emo violence|Sacred|Psychedelic trance|Gospel|String|Post-punk|Metallic Doom Rock|Electro|Psychedelic rock|G-funk|Noise rock|Música Popular Brasileira|Alternative rock|Trip rock|Emo violence|Power electronics|Reggae|Indian folk|UK hardcore
2641	Jurk!	Calypso|Electronica|Gothic metal|Psychedelic rock|Electronic body|Pop|Black metal|Metallic Doom Rock|Music of Montenegro|Downbeat|Acid rock|Ethereal Wave
2642	Anna Verhoeven	G-funk|Music of Montenegro|Bozlak|Grindcore|Sacred|Psychedelic rock|Melodic hardcore|Grime
2643	Chef'Special	Neo-classical metal|Bluegrass|Reggae|Soul, Pop, RnB, Gospel, Hip Hop|Beleganjur|Electronic body|Pop|Old school hip hop|Music of Montenegro|Psychedelic rock|Electronic art|Power electronics|Grindcore|Siguiriyas
2644	Marike Jager	Bluegrass|Beleganjur|Classic rock|Tientos|Kirana Gharana|Tropotianka|Old school hip hop|Psychedelic rock|Soul, Pop, RnB, Gospel, Hip Hop|Mizik rasin|Southern rock|Pop rap|Electronic art|Two Tone Ska|Punk blues|Chip-hop|Reggae|Music of Khakassia
2645	Barry White	Bluegrass|Neo-classical metal|UK hardcore|Soul, Pop, RnB, Gospel, Hip Hop|Electroacoustics|Psychedelic rock|Tientos|Mod Revival|Electroacoustics|UK hardcore|Music of Montenegro|Beleganjur|Tropotianka|Kecapi suling|Reggae|Electroacoustics|Punk blues|Sacred|Electronic art
2646	Earth, Wind & Fire	Bluegrass|Beleganjur|Music of Montenegro|UK hardcore|Classic rock|Acid techno|Kirana Gharana|Bozlak|UK hardcore|Soul, Pop, RnB, Gospel, Hip Hop|Electronic body|G-funk|Reggae
2647	AFX	Beleganjur|Computer Rock|Classic rock|Tientos|Music of Montenegro|Kirana Gharana|Old school hip hop|Tropotianka|Punk blues|Psychedelic rock|Bluegrass|Southern rock|Microhouse
2648	James Blunt	Music of Montenegro|Black metal|Psychedelic rock|G-funk|Pop|Metallic Doom Rock|Sacred|Neo-classical metal|Classic rock|Jazz|Kirana Gharana|Old school hip hop|Video game|Grunk|Bluegrass|Alternative rock|Punk blues|Doo-wop|Deathrock|String|Grime
2649	Wintersleep	Neo-classical metal|Bluegrass|Acoustic guitar|Madrigal|Soul, Pop, RnB, Gospel, Hip Hop|Grunk|Electronic art|Psychedelic rock|Beleganjur|Madrigal|Reggae|Kirana Gharana|Electronic opera|Go go|No Wave|Pub rock|Raï
2650	Willy Mason	Psychedelic rock|Soul, Pop, RnB, Gospel, Hip Hop|Grunk|Electronic body|Classic rock|Rare groove|Christian alternative rock|Reggae
2651	Scott Matthews	Beleganjur|Tientos|Kirana Gharana|Grunk|Classic rock|Bluegrass|Music of Montenegro|Old school hip hop|Southern rock
2652	Turin Brakes	Beleganjur|Tientos|Classic rock|Electronic art|Kirana Gharana|Chip-hop|Bozlak|Go go|Bluegrass|Applecore|Classical Piano|Kecapi suling|Music of Montenegro|Pop rap|Melodic Rock
2653	Tired Pony	Black metal|G-funk|Grindcore|Pop|Psychedelic rock|Synthpunk|Music of Montenegro|Alternative rock|Grime|Alternative rock|Synthpunk|String|Neo-classical metal|Kirana Gharana|Bluegrass|Old school hip hop|New Orleans hip hop|Darkwave|Metallic Doom Rock|Acid rock|Mizik rasin
2654	The Frames	Tientos|Beleganjur|Kirana Gharana|Applecore|Punk blues|Psychedelic rock|Chicken scratch|Old school hip hop|Classic rock|Southern rock|Bubblegum pop
2655	Lanterns on the Lake	Electronic art|Soul, Pop, RnB, Gospel, Hip Hop|Psychedelic rock|Neo-classical metal|Christian alternative rock|Reggae|Electronic opera|Pop rap|Music of Montenegro|Classic rock|UK hardcore
2656	The Antlers	Gothic metal|Calypso|Electronica|Pop|Music of Montenegro|Psychedelic rock|Electronic body|Metallic Doom Rock|Gospel|Acid rock
2657	The Veils	Sacred|Psychedelic rock|Pop|Gospel|Breakbeat hardcore|G-funk|Post-punk|Music of Montenegro|Italian popular|Italian popular|Fingerstyle guitar|Kecapi suling|Neo-classical metal|Metallic Doom Rock|Clownstep|Acid techno|Acid rock|Computer Rock|Urban jazz|Electronic art|Go go|Pop|Tropotianka|Glam metal|Mozarabic chant|Maqam al-iraqi|Dance-punk|Acid rock
2658	Fanfarlo	Guaguancó|Sacred|Metallic Doom Rock|Post-punk|Avant-garde jazz|Gospel|Pop|Music of Montenegro|Neo soul|Educational|Synthpop|Música Popular Brasileira|Freak folk|G-funk|Bozlak|Adult album alternative|Japanese Pop|Modal jazz|Punjabi Dances|Kadans|Progressive rock|Alternative rock|Synthpop|Mozarabic chant|Music of Rostov|Psychedelic trance|Modal jazz
2659	The Acorn	Bozlak|Music of Montenegro|Sacred|Punjabi Dances|Metallic Doom Rock|Melodic hardcore|Alternative rock|Post-punk|Pop|Psychedelic rock
2660	The Leisure Society	Psychedelic rock|Bluegrass|Soul, Pop, RnB, Gospel, Hip Hop
2661	Stornoway	Música Popular Brasileira|Sacred|G-funk|Post-punk|Metallic Doom Rock|String|Punjabi Dances|Lewoz|Bozlak|Pop|Clownstep|Virtual band|Black metal|Alternative rock|Murder|Jazz|Gospel|Música Popular Brasileira|Classic rock|Music of Montenegro|Acid techno|Alternative rock|Free improvisation|Ambient Dub|Punjabi Dances|Maskanda|Guaguancó|Glam metal|Punk blues|Two Tone Ska|Japanese Pop|Trad|Progressive Electro
2662	Fionn Regan	Glam metal|Doo-wop|Virtual band|Adult album alternative|Sacred|Salsa|Grunge|Clownstep|Kusemai|Metallic Doom Rock|Psychedelic rock|Danzón|Post-punk|Speed metal|Glam metal|Pop|Alternative electronic|Punk blues|Son Huasteco|Polkacore|Deathrock
2663	Goldheart Assembly	Virtual band|Neo-classical metal|Madrigal|Belgian hip hop|Metallic Doom Rock|Symphonic|Music of Rostov|Agung|Kosmische Musik|Rockabilly|Madrigal|Psychedelic rock|Pop|Grunge|Adult album alternative|Symphonic black metal|Kosmische Musik
2664	Wild Beasts	Glam metal|Sacred|Clownstep|Salsa|Metallic Doom Rock|Modal jazz|Kusemai|Psychedelic rock|Punk blues|Alternative electronic|Alternative dance|Post-punk|Virtual band|Danzón|Pop|Visual Kei|Seven-string guitar|Modal jazz|Deathrock|Gospel|Christian hip hop|Music of Montenegro|Melodic hardcore|Electronic opera|Glam metal|Breakbeat
2665	Mona	Psychedelic rock|Electronic art|Christian alternative rock|Soul, Pop, RnB, Gospel, Hip Hop|Reggae|Electronic opera|Grindcore|Pop|punk
2666	Kyte	Acoustic guitar|Madrigal|Madrigal|Soul, Pop, RnB, Gospel, Hip Hop|Perico ripiao|Chiptune|Psychedelic rock|Madrigal|Soul, Pop, RnB, Gospel, Hip Hop
2667	Meursault	Post-punk|G-funk|Música Popular Brasileira|Metallic Doom Rock|Pop|Clownstep|Punjabi Dances|Adult album alternative|Virtual band|Music of Montenegro|Bozlak|Gospel|Alternative rock|Neo-Medieval|Psychedelic rock|Free improvisation|Industrial|Japanese Pop
2668	Alessi's Ark	Electronic art|Ramkbach|Computer Rock|British Invasion|Doo-wop|Mod Revival|Oldschool jungle|Alternative dance|Classic rock|Mod Revival|Flute sonata|Go go|Bluegrass|Tientos|Visual Kei|Soul|Applecore|Virtual band|Rocksteady
2669	Neil Young & Crazy Horse	
2670	Casting Crowns	Doo-wop|Deathrock|Jing ping|Sacred|Visual Kei|Salsa|Pop|Alternative dance|Trip hop|Seven-string guitar|Modal jazz|Christian|Afro-Caribbean|Minneapolis hardcore
2671	The Third Eye Foundation	Pop|String|Indie-electro|Classic rock|Electro|Emo violence|Classical Piano|G-funk|Psychedelic rock|Grindcore|Black metal|Comedy|Power electronics|Musica bandera|Grunk|Alternative hip hop|Indian folk|Metallic Doom Rock|Jug band|Emo violence|Noise rock|Gospel|Medieval
2672	Helge Schneider	Glam punk|Doo-wop|Metallic Doom Rock|Minimal techno|Adult album alternative|Happy hardcore|Punk blues|Pop|Grindcore|Standards|Salsa|Sacred|Breakbeat hardcore|Spoken word|Acid techno|Virtual band|Psychedelic rock
2673	Kate Bush	Virtual band|Clownstep|Metallic Doom Rock|Post-punk|Doo-wop|Psychedelic rock|Pop|Gospel|Kusemai|Deathrock|G-funk|Adult album alternative|Milonga|Cuban Hip Hop Latin Electronic|Educational
2674	Veronica Maggio	Breakbeat hardcore|Pop|Adult album alternative|Punk rock|Urban jazz|Grime|Music of Rostov|Mozarabic chant|Psychedelic rock|Ragga|Classic rock|Melodic hardcore|Virtual band|Reggae|Son Huasteco|Emo violence
2675	Dillinger Four	G-funk|Metallic Doom Rock|Psychedelic rock|Pop|Music of Montenegro|Gospel|Acid rock|Sacred|Black metal|Post-punk|Computer Rock|Bozlak|Mizik rasin|Soul, Pop, RnB, Gospel, Hip Hop|Alternative rock|Biguine|Bluebeat|Kadans
2676	Samuel L. Jackson	Grindcore|Pop|Music of Montenegro|Adult album alternative|Punk rock|Music of Rostov|Mozarabic chant|Classic rock|Alternative dance|Emo violence|Milonga|Metallic Doom Rock|Punk blues|Virtual band|Neo-classical metal|Melodic hardcore|Emo
2677	Brother Dege (AKA Dege Legg)	Pop|Bluegrass|Black metal|Acid rock|Music of Montenegro|Alternative rock|Psychedelic rock|Sacred|Gospel|Punjabi Dances|Metallic Doom Rock|Jazz|Clownstep|Post-punk|Bozlak|Classic rock|Emo violence|Show tune|Bluebeat|Sinawi|Music of Montenegro|Acid rock|Icelandic folk|Punjabi Dances
2678	Stichting Opwekking	Southern rock|Alternative dance
2679	Valerius	Horror film score|Breakbeat hardcore|Grunge|Mozarabic chant|Punk blues|Psychedelic rock|Salsa|Alternative dance|Music of Montenegro|Music of Rostov|Grindcore|Pop|Melodic hardcore|Urban jazz|The National Philharmonic Orchestra|Deathrock|Punk rock|Miami bass|Grunk|Two Tone Ska|Old school hip hop|Deathrock|Saeta
2680	dälek	Visual Kei|Trip hop|Electronic opera|Salsa|Pop-rap|Heavy metal|Sacred|Hard trance|Salegy|Deathrock|Metallic Doom Rock|Techno|Grunge
2681	Viktor Vaughn	Electronic art|Electronic opera|Psychedelic rock|Bluegrass|Doo-wop|Madrigal|Mambo|Heavy metal|Madrigal|Pung cholom|Skate rock|Soul, Pop, RnB, Gospel, Hip Hop|Skate rock|New Orleans rhythm and blues
2682	Amp	Music of Montenegro|Bozlak|Sacred|Kadans|Bluegrass|Alternative rock|Alternative rock|Pop|Metallic Doom Rock|Post-punk|String|Classic rock|Punjabi Dances
2683	Ennio Morricone	Post-punk|Metallic Doom Rock|Pop|Industrial|Clownstep|Gospel|Psychedelic rock|Bozlak|Music of Montenegro|Japanese Pop|Punk blues|G-funk|Doo-wop
2684	Jim Croce	Metallic Doom Rock|Pop|Italo dance|Punk rock|Post-punk|Speed metal|Adult album alternative|Acid techno|Gospel|Virtual band|Alternative dance|Tropotianka|Grunk|Urban jazz|Psychedelic rock|Alternative rock|Neo-classical metal|G-funk|Acid rock|Bozlak|Progressive Electro|Son Huasteco|Music of Africa|Speed metal|Glam metal|Freak folk|Opera
2685	Don Straud	Music of Montenegro|Grindcore|Bozlak|Pop|Alternative rock|Psychedelic rock|Grime|Alternative rock|Melodic hardcore|Old school hip hop|Metallic Doom Rock|Acid rock|Sacred|Music of Montenegro
2686	Luis Bacalov	Metallic Doom Rock|Gospel|Psychedelic rock|Sacred|Acid rock|Post-punk|Music of Limousin|G-funk|Sonata form|Grindcore|Grime|Music of Montenegro|Bozlak|Japanese Pop|Clownstep|Punk blues|Emo|Acid rock|Grunk|Industrial|Alternative rock|Salsa|Breakbeat hardcore|Technical death metal|Neo-classical metal
2687	Don Johnson	Psychedelic rock|Music of Montenegro|Pop|Metallic Doom Rock|Mambo|Bluegrass|Grindcore|Acid rock|Grime|Melodic hardcore|Electronic opera|Gospel|Chicken scratch|Glam rock|Deathrock|Doo-wop|Mizik rasin|Old school hip hop|Sacred
2688	Christoph Waltz	Doo-wop|Danzón|Visual Kei|Melodic death metal|Christian alternative rock|Salsa|Sludge metal|Psychedelic rock|Electronic opera|Mambo|Skate rock|Grunge|Funkcore|Deathrock|Seven-string guitar|Skate rock|Novelty song|Catch|Sacred|Virtual band|Pop-rap|Two Tone Ska|Rare groove|Black gospel|Riot Grrrl|Melodic death metal|Country-rap|Visual Kei
2689	Ulver	Neo-Medieval|Metallic Doom Rock|Punk rock|Psychedelic rock|Pop|Son Huasteco|Synthpop|Sacred|Jug band|Mambo|Melodic hardcore|Psychedelic trance|Virtual band|Clownstep|Folk rock|Show tune|Doo-wop|Salsa|Shock rock|Japanese Pop|Gospel|Grunge|Educational|Deathrock|Glam rock|College rock|Manila sound|Technoid|Deathrock|Trance|Folk rock|Ragga|Acid rock|Dark ambient
2690	John Waller	Grunge|Virtual band|Salsa|Deathrock|Mambo|Deathrock|Psychedelic rock|Punk blues|Alternative dance|Trip hop|Freak folk|Visual Kei|Melodic hardcore|Horror film score|Metallic Doom Rock|Electronic opera|Disco|Acid techno|Christian rock|Pop|Freak folk|Educational|Speed metal|The National Philharmonic Orchestra|Guaguancó|Freak folk|Sacred|Synthpop|Go go
2691	Built to Spill	Acid techno|Music of Montenegro|Metallic Doom Rock|G-funk|Punk blues|Sacred|Speed metal|Bozlak|Neo-classical metal|Doo-wop|Pop|Música Popular Brasileira|Tropotianka|Melodic hardcore|Grunge|Ambient Dub|Speed metal|Progressive Electro|Gospel|Classic rock|Salsa|Psychedelic rock|Clownstep
2692	Manyfingers	Pop|Ragga|Dark ambient|Psychedelic rock|Sacred|Psychedelic trance|Glam rock|Emo|Power electronics|Metallic Doom Rock|Melodic hardcore|Acid rock|Adult album alternative|Space rock|Indian folk|Punk rock|Japanese Pop|Post-punk|Riot Grrrl|Show tune|Symphonic|Music of Montenegro|G-funk|Plena|Reggae|Folk rock|Son Huasteco
2693	The City Harmonic	Grindcore|Pop|Music of Rostov|Mozarabic chant|Urban jazz|Punk rock|Adult album alternative|Virtual band|Melodic hardcore|Emo|Psychedelic rock|Acid rock|Metallic Doom Rock
2694	Gojira	
2695	Matt Elliott	Black metal|G-funk|String|Sacred|Jazz|Grunk|Metallic Doom Rock|Music of Montenegro|Música Popular Brasileira|Vocal Improvisation|Ambient|Pop|Classic rock|Punjabi Dances|Cprog
2696	Jason Upton	Pop|Psychedelic rock|Grime|Acid rock|Acid rock|Drum and bass|Melodic hardcore|Music of Montenegro|Emo|G-funk|Power electronics|Glam rock
2697	Lindsey Stirling	Music of Montenegro|G-funk|Post-punk|Industrial|Metallic Doom Rock|Pop|Bozlak|Clownstep|Punjabi Dances|Alternative rock|Gospel|Psychedelic rock|Doo-wop|Japanese Pop|Música Popular Brasileira|String|Seven-string guitar
2698	Iperyt	Emo violence|Pop|Classic rock|Adult album alternative|Emo|Breakbeat hardcore|Punk rock|Cuban Hip Hop Latin Electronic|Emo violence|Jazzatronic|Melodic hardcore|Roots reggae|Alternative rock
2699	Headphone	Emo violence|Bluegrass|Pop|Music of Montenegro|Psychedelic rock|Gospel|Beleganjur|Reggae
2700	Ronald Jenkees	Post-punk|G-funk|Metallic Doom Rock|Clownstep|Pop|Punjabi Dances|Alternative rock|Psychedelic rock|Gospel|Music of Montenegro|Progressive Electro|Show tune|Breakbeat hardcore|Bozlak|Industrial|String|Alternative rock
2701	Fink	Music of Montenegro|Black metal|String|Sacred|Bozlak|Classic rock|Alternative rock|Pop|Music of Montenegro|Samba-enredo|Trad|Jazz|Synthpunk|Synthpunk
2702	Jacqueline Govaert	Virtual band|Music of Montenegro|Metallic Doom Rock|Pop|Freak folk|Grindcore|Adult album alternative|Mozarabic chant|Sacred|Space rock|Vocal Improvisation|Alternative rock|Synthpop|Show tune|Freak folk|Educational|Psychedelic rock|Punk rock|Hard rock|Gospel|Grunge|Bozlak|Indie pop|Mambo|Breakbeat hardcore|Freak folk|Southern Gospel|Nigun|Doo-wop|Neo-classical metal|Progressive Electro|Saeta|Alternative metal
2703	Micro:Mega	Grindcore|Music of Montenegro|Pop|Computer Rock|Grime|Acid rock|French classical|Trance|Melodic hardcore|Grunk|Acid rock|Mizik rasin|Old school hip hop|Bluegrass|Glam rock|Power electronics|Metallic Doom Rock|Classic rock|Video game|Sacred
2704	Gravediggaz	Pop|Music of Montenegro|Urban jazz|Breakbeat hardcore|Psychedelic rock|Melodic hardcore|Acid rock|Christian alternative rock|Electronic opera|Power electronics|Grunk|Jam rock|Doo-wop|Grime|Manila sound|Adult album alternative|Music of Rostov|Psychedelic trance|Alternative rock|Trance|Folk rock|Music of Montenegro|Indian folk|Opera|Acid rock|Afro-juju|Acid rock
2705	Wu-Tang Clan	Pop|Grime|G-funk|Alternative rock|Psychedelic rock|Music of Montenegro|Bozlak|Alternative rock|Black metal|Grunk|Acid rock|Synthpunk|Mizik rasin|Oi!|Old school hip hop|Metallic Doom Rock|Adult album alternative|Hungarian folk
2706	Satyricon	Southern rock|Psychedelic rock|Old school hip hop|Beleganjur|Kirana Gharana|Punk blues|Tropotianka|Bubblegum pop|Sacred|Pop|Mizik rasin|Grunk|Grindcore|Jam rock|Madrigal|Doo-wop|Salsa|Speed metal|Noise rock|Bluegrass|Black metal|Metallic Doom Rock|Gospel|G-funk|Acoustic guitar|Clownstep|Post-punk|Modal jazz|Emo|Folk rock|Breakbeat hardcore|Electronic opera|Mambo|Classic rock|Trip hop|Kusemai|Freak folk|Metamorphic|Nu metal|Milonga|Tientos|Merengue Tipico|Chip-hop|Deathrock
2707	Ape not Mice	Grindcore|Pop|Bluegrass|Old school hip hop|Melodic hardcore|Neo-classical metal|Classic rock|Christian alternative rock|Southern rock|Chicken scratch|Grunk|Electronic opera|Music of Montenegro|Acid rock|Mizik rasin|Tropotianka|Electronic art|Sacred|Kirana Gharana|Grime|Soul, Pop, RnB, Gospel, Hip Hop|Black metal|Ragga|Acid rock|Metallic Doom Rock|Gospel|Two Tone Ska
2708	Marduk	Soul, Pop, RnB, Gospel, Hip Hop|Electronic art|Christian alternative rock|Reggae|Psychedelic rock|European industrial metal|Neo-classical metal|Pop|Bozlak|Old school hip hop|Go go|Hakka hill song|New Orleans rhythm and blues|Pop rap|Classic rock|Tientos|Surf rock
2709	Jo Blankenburg	Psychedelic rock|Electronic opera|Bluegrass|Electronic art|Motown Sound|Doo-wop|Pop|Soul, Pop, RnB, Gospel, Hip Hop|Heavy metal|Grindcore|Virtual band|Salsa|Music of Montenegro|Mambo|Electronic dance|Neo-classical metal|Power trio|Deathrock
2710	Bracken	Psychedelic rock|Grindcore|Pop|Electronic opera|Grime|Electronic art|Bluegrass|Show tune|Son Huasteco|Acid rock|Music of Montenegro|Mizik rasin|Grunk|Melodic hardcore|Acid rock|Chicken scratch|Adult album alternative
2711	The Fall	Belgian hip hop
2712	Tuxedomoon	Southern rock|Bubblegum pop|Computer Rock|Classic rock|Music of Montenegro|Alternative dance|Rocksteady|Fusion genre
2713	Danger Mouse and Sparklehorse	Pop|Emo violence|Psychedelic rock|Classic rock|Acid rock|Emo|Indian folk|Emo violence|Reggae|Adani|Mambo|Power electronics|Acid rock|Music of Montenegro|Grime|Mento|Bluegrass|Electronic art|Minimal techno|Sacred|Metallic Doom Rock|G-funk|Folk rock|String
2714	Caro Emerald	Pop|Music of Montenegro|Psychedelic rock|Grime|Acid rock|Power electronics|Melodic hardcore|Indian folk|Acid rock|Punk rock|Belgian hip hop|Mizik rasin|Adult album alternative|G-funk|Emo|Glam rock|Metallic Doom Rock|Ragga
2716	The Flaming Lips	Gospel|Post-punk|Sacred|Pop|Computer Rock|French classical|Music of Montenegro|Grunk|Doo-wop|Grunge|Acid rock|Grime|Mozarabic chant|Acid rock|Shahin and Sepehr
2717	Elly en Rikkert	
2718	Damn Seagulls	Modal jazz|Music of Montenegro|Sacred|Psychedelic rock|Grunge|Pop|Metallic Doom Rock|Opera|Dub poetry
2719	Aino Venna	G-funk|Grindcore|Grime|Pop|Psychedelic rock|Alternative rock|Alternative rock|Punk blues|Breakbeat hardcore|Old school hip hop|Melodic hardcore|Bozlak|Acid rock|Music of Montenegro|Trad|Mizik rasin|Horror film score|Adult album alternative
2720	Egotrippi	Psychedelic rock|Music of Montenegro|Hungarian folk|Grindcore|Pop|Mizik rasin|Old school hip hop|Acid rock|Bluegrass|Ghetto Rock|Neo-classical metal|Bozlak|Electronic art|Go go|Tientos|Christian alternative rock|Kirana Gharana|G-funk|Acid rock
2721	Jodarok	Alternative dance|Renaissance|Belgian hip hop|Post-bakalao|Grunge|Virtual band|Neoromanticism|Symphonic|Film soundtrack|Old school hip hop
2722	Aknestik	
2723	Jaakko Laitinen & Väärä Raha	Psychedelic rock|Grunk|Music of Montenegro|Drumfunk|Kirana Gharana|Bluegrass|Pop|Mizik rasin
2724	Town of Saints	Music of Rostov|Pop|Dub poetry|Dub poetry|Mozarabic chant|Post-rock|Grindcore|Urban jazz|Melodic hardcore
2725	Gare du Nord	
2726	Nick Drake	Neo-classical metal|Pop|Music of Montenegro|Grindcore|Psychedelic rock|Tientos|Grime|Mizik rasin|Ramkbach|British Invasion|Hungarian folk|Electronic art|Breakbeat hardcore|Old school hip hop|Acid rock|Emo violence|Punk blues|Bluegrass|Mod Revival|Music of Montenegro
2727	Tanz Baby!	Trancecore|Alternative rock|Micronesian|Baroque|Pop|Breakbeat hardcore|Bozlak|Vocal Improvisation|Horror film score|Metelytsia|Grindcore|Emo|Alternative dance|Hardcore punk|Grunge|Indie pop|Melodic hardcore|Contemporary Folk
2728	Scarlett Johansson	Music of Montenegro|Pop|Psychedelic rock|Computer Rock|Grime|French classical|Acid rock|G-funk|Old school hip hop|Neo-classical metal|Acid rock|Belgian hip hop|Mizik rasin|Sacred|Metallic Doom Rock|Power electronics|Bozlak
